latitude,longitude,interpolated_irradiance
-56.76767676767677,-60.90909090909091,2.678034229043379
-56.76767676767677,-60.3030303030303,2.6579983849155866
-56.76767676767677,-59.696969696969695,2.6356718158254266
-56.76767676767677,-59.09090909090909,2.613899474666807
-56.76767676767677,-58.484848484848484,2.594530384521233
-56.76767676767677,-57.878787878787875,2.578655743484643
-56.76767676767677,-57.27272727272727,2.5650059599922224
-56.76767676767677,-56.666666666666664,2.5520658959310425
-56.76767676767677,-56.06060606060606,2.539346248098817
-56.76767676767677,-55.45454545454545,2.526457768001184
-56.76767676767677,-54.848484848484844,2.5122085702760724
-56.76767676767677,-54.24242424242424,2.497047997595416
-56.76767676767677,-53.63636363636363,2.482402909564306
-56.76767676767677,-53.03030303030303,2.4685755386173747
-56.76767676767677,-52.42424242424242,2.453318537271947
-56.76767676767677,-51.81818181818182,2.437157945149312
-56.76767676767677,-51.21212121212121,2.421051889216399
-56.76767676767677,-50.6060606060606,2.4053385409193604
-56.76767676767677,-50.0,2.3912536979976613
-56.76767676767677,-49.39393939393939,2.380875089689546
-56.76767676767677,-48.78787878787879,2.3737347198313
-56.76767676767677,-48.18181818181818,2.368349660916277
-56.76767676767677,-47.57575757575758,2.363566880376311
-56.76767676767677,-46.96969696969697,2.3569624873736017
-56.76767676767677,-46.36363636363636,2.3463338423503206
-56.76767676767677,-45.75757575757576,2.3376814039360343
-56.76767676767677,-45.15151515151515,2.3277800384525476
-56.76767676767677,-44.54545454545455,2.316713834850869
-56.76767676767677,-43.93939393939394,2.30487598455834
-56.76767676767677,-43.33333333333333,2.292250660569997
-56.76767676767677,-42.72727272727273,2.2781427748609056
-56.76767676767677,-42.12121212121212,2.267422297986781
-56.76767676767677,-41.515151515151516,2.254411544173322
-56.76767676767677,-40.90909090909091,2.24257276794384
-56.76767676767677,-40.303030303030305,2.223241433588645
-56.76767676767677,-39.696969696969695,2.204133726134739
-56.76767676767677,-39.090909090909086,2.189795531382743
-56.76767676767677,-38.484848484848484,2.182753803303049
-56.76767676767677,-37.878787878787875,2.1823037594798707
-56.76767676767677,-37.27272727272727,2.1908465822886125
-56.76767676767677,-36.666666666666664,2.2036461331088573
-56.76767676767677,-36.06060606060606,2.2173164055337966
-56.76767676767677,-35.45454545454545,2.2323493896169087
-56.76767676767677,-34.848484848484844,2.2472196964053075
-56.76767676767677,-34.24242424242424,2.2601253177502194
-56.76767676767677,-33.63636363636363,2.270489863084439
-56.76767676767677,-33.03030303030303,2.281925627795198
-56.76767676767677,-32.42424242424242,2.2924944474355957
-56.76767676767677,-31.818181818181813,2.300981541014861
-56.76767676767677,-31.21212121212121,2.3059570637534152
-56.76767676767677,-30.606060606060602,2.3030072581543397
-56.76767676767677,-30.0,2.299398730739234
-55.95959595959596,-90.0,2.542413647750311
-55.95959595959596,-89.39393939393939,2.548894325583542
-55.95959595959596,-88.78787878787878,2.555123166595369
-55.95959595959596,-88.18181818181819,2.5608510194097502
-55.95959595959596,-87.57575757575758,2.5658273876122597
-55.95959595959596,-86.96969696969697,2.5698017747884707
-55.95959595959596,-86.36363636363636,2.5725236845239556
-55.95959595959596,-85.75757575757575,2.5737426326269417
-55.95959595959596,-85.15151515151516,2.573601451042907
-55.95959595959596,-84.54545454545455,2.5724769812581054
-55.95959595959596,-83.93939393939394,2.5706892034540023
-55.95959595959596,-83.33333333333333,2.568558097812059
-55.95959595959596,-82.72727272727272,2.5664036445137404
-55.95959595959596,-82.12121212121212,2.564545823740508
-55.95959595959596,-81.51515151515152,2.5631233128219635
-55.95959595959596,-80.9090909090909,2.5618539001752927
-55.95959595959596,-80.3030303030303,2.560129172467204
-55.95959595959596,-79.6969696969697,2.557318068755372
-55.95959595959596,-79.0909090909091,2.5527895280974713
-55.95959595959596,-78.48484848484848,2.5459124895511738
-55.95959595959596,-77.87878787878788,2.536088458145437
-55.95959595959596,-77.27272727272727,2.5222686477122593
-55.95959595959596,-76.66666666666667,2.5044936194567793
-55.95959595959596,-76.06060606060606,2.4839711286724335
-55.95959595959596,-75.45454545454545,2.461908930652657
-55.95959595959596,-74.84848484848484,2.439514780690885
-55.95959595959596,-74.24242424242425,2.417996434080554
-55.95959595959596,-73.63636363636364,2.398323653632644
-55.95959595959596,-73.03030303030303,2.380220669489948
-55.95959595959596,-72.42424242424242,2.3657002341222255
-55.95959595959596,-71.81818181818181,2.357054922299146
-55.95959595959596,-71.21212121212122,2.3565773087903814
-55.95959595959596,-70.60606060606061,2.3665599683656016
-55.95959595959596,-70.0,2.3892967489486043
-55.95959595959596,-69.39393939393939,2.424401259642042
-55.95959595959596,-68.78787878787878,2.468007251693598
-55.95959595959596,-68.18181818181819,2.5168621495642856
-55.95959595959596,-67.57575757575758,2.5676933177403156
-55.95959595959596,-66.96969696969697,2.617228120707892
-55.95959595959596,-66.36363636363636,2.662193922953222
-55.95959595959596,-65.75757575757575,2.6998342672364464
-55.95959595959596,-65.15151515151516,2.7333254195419783
